"ITTER107","Territorio","VARICT","Tipo dato","ATECO_2007","Ateco 2007","CLLVT","Classe di addetti","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","E_BDALOC_PERC1","imprese che analizzano big data di geo localizzazione derivanti dall’utilizzo di dispositivi portatili (incidenza %)","CC","industria dei prodotti in legno e carta, stampa","W_GE10","10 e più","2020","2020",33.99,,
"IT","Italia","E_BDAOS_PERC1","imprese che analizzano altre fonti di big data (incidenza %)","CC","industria dei prodotti in legno e carta, stampa","W_GE10","10 e più","2020","2020",26.91,,
"IT","Italia","E_BDASDS_PERC1","imprese che analizzano propri big data derivanti da dispositivi intelligenti o sensori (incidenza %)","CC","industria dei prodotti in legno e carta, stampa","W_GE10","10 e più","2020","2020",36.03,,
"IT","Italia","E_BDASM_PERC1","imprese che analizzano big data generati dai social media  (incidenza %)","CC","industria dei prodotti in legno e carta, stampa","W_GE10","10 e più","2020","2020",47.81,,
"IT","Italia","E_BDA_PERC","imprese che analizzano big data internamente o esternamente (incidenza %)","CH","metallurgia  e fabbricazione di prodotti in metallo esclusi macchinari e attrezzature","W_GE10","10 e più","2020","2020",5.3,,
"IT","Italia","E_BDAEXT_PERC","imprese che hanno un'altra organizzazione che analizza i dati  (incidenza %)","CH","metallurgia  e fabbricazione di prodotti in metallo esclusi macchinari e attrezzature","W_GE10","10 e più","2020","2020",1.36,,
"IT","Italia","E_BDAINT_PERC","imprese che analizzano big data internamente  (incidenza %)","CH","metallurgia  e fabbricazione di prodotti in metallo esclusi macchinari e attrezzature","W_GE10","10 e più","2020","2020",4.4,,
"IT","Italia","E_BDALOC_PERC1","imprese che analizzano big data di geo localizzazione derivanti dall’utilizzo di dispositivi portatili (incidenza %)","CH","metallurgia  e fabbricazione di prodotti in metallo esclusi macchinari e attrezzature","W_GE10","10 e più","2020","2020",22.15,,
"IT","Italia","E_BDAOS_PERC1","imprese che analizzano altre fonti di big data (incidenza %)","CH","metallurgia  e fabbricazione di prodotti in metallo esclusi macchinari e attrezzature","W_GE10","10 e più","2020","2020",18.46,,
"IT","Italia","E_BDASDS_PERC1","imprese che analizzano propri big data derivanti da dispositivi intelligenti o sensori (incidenza %)","CH","metallurgia  e fabbricazione di prodotti in metallo esclusi macchinari e attrezzature","W_GE10","10 e più","2020","2020",69.06,,
"IT","Italia","E_BDASM_PERC1","imprese che analizzano big data generati dai social media  (incidenza %)","CH","metallurgia  e fabbricazione di prodotti in metallo esclusi macchinari e attrezzature","W_GE10","10 e più","2020","2020",1.51,,
"IT","Italia","E_BDA_PERC","imprese che analizzano big data internamente o esternamente (incidenza %)","CL","fabbricazione di mezzi di trasporto","W_GE10","10 e più","2020","2020",7.14,,
"IT","Italia","E_BDAEXT_PERC","imprese che hanno un'altra organizzazione che analizza i dati  (incidenza %)","CL","fabbricazione di mezzi di trasporto","W_GE10","10 e più","2020","2020",1.1,,
"IT","Italia","E_BDAINT_PERC","imprese che analizzano big data internamente  (incidenza %)","CL","fabbricazione di mezzi di trasporto","W_GE10","10 e più","2020","2020",6.84,,
"IT","Italia","E_BDALOC_PERC1","imprese che analizzano big data di geo localizzazione derivanti dall’utilizzo di dispositivi portatili (incidenza %)","CL","fabbricazione di mezzi di trasporto","W_GE10","10 e più","2020","2020",54.26,,
"IT","Italia","E_BDAOS_PERC1","imprese che analizzano altre fonti di big data (incidenza %)","CL","fabbricazione di mezzi di trasporto","W_GE10","10 e più","2020","2020",19.66,,
"IT","Italia","E_BDASDS_PERC1","imprese che analizzano propri big data derivanti da dispositivi intelligenti o sensori (incidenza %)","CL","fabbricazione di mezzi di trasporto","W_GE10","10 e più","2020","2020",50.67,,
"IT","Italia","E_BDASM_PERC1","imprese che analizzano big data generati dai social media  (incidenza %)","CL","fabbricazione di mezzi di trasporto","W_GE10","10 e più","2020","2020",11.23,,
"IT","Italia","E_BDA_PERC","imprese che analizzano big data internamente o esternamente (incidenza %)","CM","altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","W_GE10","10 e più","2020","2020",3.58,,
"IT","Italia","E_BDAEXT_PERC","imprese che hanno un'altra organizzazione che analizza i dati  (incidenza %)","CM","altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","W_GE10","10 e più","2020","2020",1.11,,
